quest_id,quest_number,quest_title,act,recommended_level,quest_type,primary_location,monster_tier,allowed_monsters,max_normal_monster_level,subquest_1_xp,subquest_2_xp,subquest_3_xp,subquest_4_xp,subquest_5_xp,subquest_6_xp,quest_completion_xp,quest_story_xp_total,boss_encounter_xp_separate,milestone_boss,reward_name,reward_type,rarity,item_power,min_level,consumables_materials,reward_note,story_unlock_from_original_outline
Q215,215,Oda Marr’s Line in Ash,9 — The Sevenfold Eclipse,38,Network,Meridian Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",39,1810,1940,2070,2200,2330,2585,7275,20210,0,,Sevenfold Helm Armor Piece,Armor Piece,Legendary,536,38,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q216,216,Sahel Navigates the Impossible,9 — The Sevenfold Eclipse,38,Investigation,Elderbloom Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",39,1830,1960,2090,2220,2350,2605,6145,19200,0,,Sevenfold Reputation Writ + Evidence Cache,Reputation / Utility,Legendary,536,38,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q217,217,Ilyra Holds the Rootcourt,9 — The Sevenfold Eclipse,38,Rescue,Cindervale Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",39,1805,1930,2060,2190,2320,2570,6930,19805,0,,Sevenfold Field-Survival Cache,Consumable + Utility Cache,Legendary,536,38,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust",Sustains difficult play without replacing gear progression.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q218,218,Lyra’s Final Order,9 — The Sevenfold Eclipse,38,Defense,Glass Desert Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",39,1840,1975,2105,2235,2370,2630,8065,21220,0,,Sevenfold Field-Survival Cache,Consumable + Utility Cache,Legendary,536,38,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust",Sustains difficult play without replacing gear progression.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q219,219,Nima Opens the Dream Front,9 — The Sevenfold Eclipse,38,Stealth,Pelagos Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",39,1775,1900,2025,2155,2280,2535,6525,19195,0,,Sevenfold Wayfinder Supply Cache,General Reward Cache,Legendary,536,38,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust",Standard story reward; intentionally modest XP and power.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q220,220,Prime Wards Converge,9 — The Sevenfold Eclipse,39,Crafting,Lunarch Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,625,670,715,760,805,900,2520,6995,0,,Sevenfold Class Weapon Calibration Kit,Weapon Upgrade Component,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q221,221,The Sevenfold Counter-Sigil,9 — The Sevenfold Eclipse,39,Diplomacy,Dream Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,615,660,705,750,795,880,1890,6295,0,,Sevenfold Reputation Writ + Evidence Cache,Reputation / Utility,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q222,222,Breach the Dimensional Heart,9 — The Sevenfold Eclipse,39,Dungeon,Meridian Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,625,670,715,760,805,890,3230,7695,0,,Sevenfold Delver Cache: Chestguard or Weapon-Mod Choice,Dungeon Gear Choice Cache,Legendary,555,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q223,223,The Eclipse Engine Speaks,9 — The Sevenfold Eclipse,39,Assault,Elderbloom Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,625,670,710,755,800,890,2965,7415,0,,Sevenfold Wayfinder Supply Cache,General Reward Cache,Legendary,553,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust",Standard story reward; intentionally modest XP and power.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q224,224,All Fronts at Zero Hour,9 — The Sevenfold Eclipse,39,Boss,Cindervale Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,605,645,690,735,775,860,3525,7835,0,,Sevenfold Elite Spoils Cache: Chestguard Pattern,Elite Gear Pattern,Legendary,558,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust",Local boss reward; power capped to quest level to avoid overgearing.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q225,225,Into the Engine Heart,9 — The Sevenfold Eclipse,39,Resolution,Glass Desert Front,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,655,700,745,795,840,930,3380,8045,0,,Sevenfold Act-Capstone Relic: Sevenfold Counter-Sigil Segment,Act Artifact + Set Token,Legendary,571,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Eclipse Sigil Dust","Major act-finale reward; grants a story-set token, not a full best-in-slot item.","Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q226,226,Threshold of the Engine Heart,10 — Dawnforge Endgame,39,Investigation,Engine Heart Threshold,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,635,680,725,770,815,895,2125,6645,0,,Dawnforge Reputation Writ + Evidence Cache,Reputation / Utility,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q227,227,The Recursive Battlefield,10 — Dawnforge Endgame,39,Rescue,The Recursive Battlefield,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,625,670,715,755,800,890,2400,6855,0,,Dawnforge Field-Survival Cache,Consumable + Utility Cache,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Sustains difficult play without replacing gear progression.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q228,228,A Room Full of Lost Bosses,10 — Dawnforge Endgame,39,Defense,The Founder’s Cradle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,640,685,730,775,820,905,2790,7345,0,,Dawnforge Field-Survival Cache,Consumable + Utility Cache,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Sustains difficult play without replacing gear progression.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q229,229,The Founder’s Cradle,10 — Dawnforge Endgame,39,Stealth,Dawnforge Core,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,615,660,700,745,790,875,2260,6645,0,,Dawnforge Wayfinder Supply Cache,General Reward Cache,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Standard story reward; intentionally modest XP and power.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q230,230,The Engine’s Childhood,10 — Dawnforge Endgame,39,Crafting,Hall of Possible Veyrs,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,625,670,715,760,805,900,2520,6995,0,,Dawnforge Class Weapon Calibration Kit,Weapon Upgrade Component,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q231,231,Sera Nox’s Last Infiltration,10 — Dawnforge Endgame,39,Diplomacy,The Last Starwell,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,615,660,705,750,795,880,1890,6295,0,,Dawnforge Reputation Writ + Evidence Cache,Reputation / Utility,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q232,232,Lyra Voss at the Broken Line,10 — Dawnforge Endgame,39,Exploration,New Meridian Assembly,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,615,655,700,745,790,870,2060,6435,0,,Dawnforge Wayfinder Supply Cache,General Reward Cache,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Standard story reward; intentionally modest XP and power.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q233,233,Nima and the Impossible Door,10 — Dawnforge Endgame,39,Dungeon,Engine Heart Threshold,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,625,670,715,760,805,890,3230,7695,0,,Dawnforge Delver Cache: Cloak or Weapon-Mod Choice,Dungeon Gear Choice Cache,Legendary,555,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q234,234,Dawnforge Custodians,10 — Dawnforge Endgame,39,Boss,The Recursive Battlefield,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,605,645,690,735,775,860,3525,7835,0,,Dawnforge Elite Spoils Cache: Cloak Pattern,Elite Gear Pattern,Legendary,558,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Local boss reward; power capped to quest level to avoid overgearing.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q235,235,The Hall of Possible Veyrs,10 — Dawnforge Endgame,39,Moral,The Founder’s Cradle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,615,660,700,745,790,875,2260,6645,0,,Dawnforge Bracers Armor Piece,Armor Piece,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q236,236,The Engine Offers Peace,10 — Dawnforge Endgame,39,Assault,Dawnforge Core,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,625,670,710,755,800,890,2965,7415,0,,Dawnforge Wayfinder Supply Cache,General Reward Cache,Legendary,553,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Standard story reward; intentionally modest XP and power.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q237,237,Three Futures of the Starwells,10 — Dawnforge Endgame,39,Escort,Hall of Possible Veyrs,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,625,670,715,760,805,895,2405,6875,0,,Dawnforge Field-Survival Cache,Consumable + Utility Cache,Legendary,548,39,"3x Eclipse Recovery Flask, 2x Combo-Lock Capsule, 23x Dawnforge Seed-Splinter",Sustains difficult play without replacing gear progression.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q238,238,The Founder’s True Crime,10 — Dawnforge Endgame,40,Puzzle,The Last Starwell,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,485,520,555,590,625,695,1790,5260,0,,Dawnforge Wayfinder Supply Cache,General Reward Cache,Artifact,560,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Standard story reward; intentionally modest XP and power.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q239,239,Battle of Recursive Dawn,10 — Dawnforge Endgame,40,Heist,New Meridian Assembly,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,495,530,565,600,635,715,1995,5535,0,,Dawnforge Technical Cache: Dawnforge Seed-Splinter Bundle,Crafting / Upgrade Materials,Artifact,560,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Supports upgrades but requires additional farmed materials.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q240,240,Recover the Dawnforge Seed,10 — Dawnforge Endgame,40,Network,Engine Heart Threshold,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,495,530,565,600,635,715,1995,5535,0,,Dawnforge Class Weapon Calibration Kit,Weapon Upgrade Component,Artifact,560,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q241,241,Plant the Seed in Fire,10 — Dawnforge Endgame,40,Investigation,The Recursive Battlefield,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,500,535,570,610,645,715,1685,5260,0,,Dawnforge Reputation Writ + Evidence Cache,Reputation / Utility,Artifact,560,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q242,242,Defend the Growing Dawn,10 — Dawnforge Endgame,40,Rescue,The Founder’s Cradle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,495,530,565,600,635,700,1900,5425,0,,Dawnforge Field-Survival Cache,Consumable + Utility Cache,Artifact,560,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Sustains difficult play without replacing gear progression.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q243,243,The Eclipse Engine Unmade,10 — Dawnforge Endgame,40,Defense,Dawnforge Core,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,505,540,575,610,650,720,2210,5810,0,,Dawnforge Field-Survival Cache,Consumable + Utility Cache,Artifact,560,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Sustains difficult play without replacing gear progression.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q244,244,Choose the Starwell Covenant,10 — Dawnforge Endgame,40,Stealth,Hall of Possible Veyrs,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,485,520,555,590,625,695,1790,5260,0,,Dawnforge Wayfinder Supply Cache,General Reward Cache,Artifact,560,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Standard story reward; intentionally modest XP and power.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q245,245,The Last Starwell Opens,10 — Dawnforge Endgame,40,Crafting,The Last Starwell,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,495,530,565,600,635,715,1995,5535,0,,Dawnforge Amulet Armor Piece,Armor Piece,Artifact,560,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q246,246,Return to Meridian Gate,10 — Dawnforge Endgame,40,Diplomacy,New Meridian Assembly,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,490,525,560,590,625,695,1495,4980,0,,Dawnforge Reputation Writ + Evidence Cache,Reputation / Utility,Artifact,560,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q247,247,Councils of the Free Cities,10 — Dawnforge Endgame,40,Dungeon,Engine Heart Threshold,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,495,530,565,600,635,705,2560,6090,0,,Dawnforge Delver Cache: Amulet or Weapon-Mod Choice,Dungeon Gear Choice Cache,Artifact,567,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q248,248,Farewell to the First Dream,10 — Dawnforge Endgame,40,Assault,The Recursive Battlefield,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,495,530,565,600,635,695,2345,5865,0,,Dawnforge Wayfinder Supply Cache,General Reward Cache,Artifact,565,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Standard story reward; intentionally modest XP and power.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q249,249,A Sky Without Chains,10 — Dawnforge Endgame,40,Boss,The Founder’s Cradle,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,475,510,545,580,615,685,2790,6200,60000,The Astral Sovereign,Astral Sovereign Gravity Crown (The Astral Sovereign Trophy),Milestone Boss Trophy / Adaptive Weapon Token,Artifact,582,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter",Boss trophy converts to a class-appropriate weapon/focus and does not bypass the level requirement.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q250,250,Dawnforge: New Game Begins,10 — Dawnforge Endgame,40,Resolution,Dawnforge Core,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker, The Sylvan Juggernaut, The Void Anomaly",40,515,555,590,625,665,740,2675,6365,0,,Dawnforge Act-Capstone Relic: Dawnforge Seed Husk,Act Artifact + Set Token,Artifact,583,40,"3x Dawnforge Restoration Core, 3x Astral Guard Flask, 24x Dawnforge Seed-Splinter","Major act-finale reward; grants a story-set token, not a full best-in-slot item.","Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
