quest_id,quest_number,quest_title,act,recommended_level,quest_type,original_primary_location,required_world_map_location,map_category,location_min_level,difficulty_band,required_primary_sublocation,secondary_sublocations,subquest_area_path,map_coverage_purpose,enemy_gate,gating_status
Q187,187,"Three Memories, One Door",8 — Shards of the First Dream,33,Escort,Nightmare Engine Pit,The Infinite Archives,Grand Libraries & Data Vaults,31,Late,Holographic Archivist Hall,Anti-Gravity Stack Room | History Preservation Vault | Deep Index Sanctum,Holographic Archivist Hall > Anti-Gravity Stack Room > History Preservation Vault > Deep Index Sanctum > Nightmare Engine Pit > The Infinite Archives exit / hub-state update,Hidden data vault buried beneath the canopy and protected from corporate erasure,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q188,188,The Architect-Shadow Watches,8 — Shards of the First Dream,33,Puzzle,River of Names,The Marlowe Editing Protocol,Grand Libraries & Data Vaults,25,Mid-to-Late,Critique Grid Bridge,Health-Bar Edit Sweep | Protocol Judgment Stage | Red-Pen Laser Lane,Critique Grid Bridge > Health-Bar Edit Sweep > Protocol Judgment Stage > Red-Pen Laser Lane > River of Names > The Marlowe Editing Protocol exit / hub-state update,Geometric processing chamber where combat rules are revised in real time,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q189,189,A Trial of Unchosen Lives,8 — Shards of the First Dream,33,Heist,The First Dawn Room,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,25,Mid-to-Late,Rhythm-Pattern Grove,Data-Fauna Migration Path | Mega-Evolution Hazard Ring | Grid-Savanna Start,Rhythm-Pattern Grove > Data-Fauna Migration Path > Mega-Evolution Hazard Ring > Grid-Savanna Start > The First Dawn Room > The Pocket-Monster Data Plains exit / hub-state update,Evolutionary digital savanna driven by combo rhythm and fauna mutation,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q190,190,The First Dream Schema Fragment,8 — Shards of the First Dream,33,Network,Gate of Sleep,The Front-Matter Void,Ethereal & Abstract Zones,32,Late,Unrendered Ledge Field,Draw-In Geometry Corridor | Invisible Wall Trial | White Horizon Terminus,Unrendered Ledge Field > Draw-In Geometry Corridor > Invisible Wall Trial > White Horizon Terminus > Gate of Sleep > The Front-Matter Void exit / hub-state update,Blank rendered edge of reality where geometry draws in only as players move,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q191,191,Rescue the Dreamwardens,8 — Shards of the First Dream,34,Investigation,The Childhood District,The Lich's Court,High-Fantasy Fronts,34,Late,Stained-Glass Throne Floor,Void Abyss Balcony | Undead Command Gallery | Cracking Court Bridge,Stained-Glass Throne Floor > Void Abyss Balcony > Undead Command Gallery > Cracking Court Bridge > The Childhood District > The Lich's Court exit / hub-state update,Void-suspended throne room with cracking stained-glass floors,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q192,192,Seal the Nightmare Engine,8 — Shards of the First Dream,34,Rescue,Library of Unlived Days,The Deprecated Repositories,Abandoned Architectures,22,Mid-to-Late,Despawning Platform Gauntlet,Exposed Code Frameworks | Refunding Bridge Span | Fragmented Core Node,Despawning Platform Gauntlet > Exposed Code Frameworks > Refunding Bridge Span > Fragmented Core Node > Library of Unlived Days > The Deprecated Repositories exit / hub-state update,Unstable canceled vault with refunding platforms and exposed digital code,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q193,193,The Founder’s Confession,8 — Shards of the First Dream,34,Defense,Founders’ Amphitheater,The Rhyming Labyrinths,Ethereal & Abstract Zones,19,Mid,Rhyme-Locked Blast Doors,Metered Combat Room | Echo-Couplet Exit | Cadence Door Hall,Rhyme-Locked Blast Doors > Metered Combat Room > Echo-Couplet Exit > Cadence Door Hall > Founders’ Amphitheater > The Rhyming Labyrinths exit / hub-state update,Surreal rhyme-logic dimension where cadence opens routes,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q194,194,The Starwells Were a Prison,8 — Shards of the First Dream,34,Stealth,Nightmare Engine Pit,The Canceled Supabase,Corporate & Quarantine Sectors,31,Late,Version-Control Core,Half-Deployed Service Gate | Reverting Floor Gauntlet | Missing Terrain Span,Version-Control Core > Half-Deployed Service Gate > Reverting Floor Gauntlet > Missing Terrain Span > Nightmare Engine Pit > The Canceled Supabase exit / hub-state update,Unstable version-control architecture where terrain reverts mid-combat,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q195,195,Nima Breaks the Script,8 — Shards of the First Dream,34,Crafting,River of Names,The Alternating Archives,Grand Libraries & Data Vaults,24,Mid-to-Late,Index Lift of 356,Inverted Reading Chamber | Odd-Floor Gravity Stack | Even-Floor Ceiling Walk,Index Lift of 356 > Inverted Reading Chamber > Odd-Floor Gravity Stack > Even-Floor Ceiling Walk > River of Names > The Alternating Archives exit / hub-state update,356-level library with odd/even gravity inversion floors,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q196,196,Architect-Shadow Revealed,8 — Shards of the First Dream,35,Diplomacy,The First Dawn Room,The Infinite Archives,Grand Libraries & Data Vaults,31,Late,Anti-Gravity Stack Room,History Preservation Vault | Deep Index Sanctum | Hidden Canopy Entrance,Anti-Gravity Stack Room > History Preservation Vault > Deep Index Sanctum > Hidden Canopy Entrance > The First Dawn Room > The Infinite Archives exit / hub-state update,Hidden data vault buried beneath the canopy and protected from corporate erasure,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q197,197,Cross the River of Names,8 — Shards of the First Dream,35,Dungeon,Gate of Sleep,The Marlowe Editing Protocol,Grand Libraries & Data Vaults,25,Mid-to-Late,Health-Bar Edit Sweep,Protocol Judgment Stage | Red-Pen Laser Lane | Revision Chamber Floor,Health-Bar Edit Sweep > Protocol Judgment Stage > Red-Pen Laser Lane > Revision Chamber Floor > Gate of Sleep > The Marlowe Editing Protocol exit / hub-state update,Geometric processing chamber where combat rules are revised in real time,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q198,198,The First Dawn Room,8 — Shards of the First Dream,35,Assault,The Childhood District,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,25,Mid-to-Late,Data-Fauna Migration Path,Mega-Evolution Hazard Ring | Grid-Savanna Start | Evolution Bloom Field,Data-Fauna Migration Path > Mega-Evolution Hazard Ring > Grid-Savanna Start > Evolution Bloom Field > The Childhood District > The Pocket-Monster Data Plains exit / hub-state update,Evolutionary digital savanna driven by combo rhythm and fauna mutation,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q199,199,Rewrite Without Erasing,8 — Shards of the First Dream,35,Boss,Library of Unlived Days,The Front-Matter Void,Ethereal & Abstract Zones,32,Late,Draw-In Geometry Corridor,Invisible Wall Trial | White Horizon Terminus | Blank Page Expanse,Draw-In Geometry Corridor > Invisible Wall Trial > White Horizon Terminus > Blank Page Expanse > Library of Unlived Days > The Front-Matter Void exit / hub-state update,Blank rendered edge of reality where geometry draws in only as players move,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q200,200,Carry the First Dream Home,8 — Shards of the First Dream,35,Resolution,Founders’ Amphitheater,The Lich's Court,High-Fantasy Fronts,34,Late,Void Abyss Balcony,Undead Command Gallery | Cracking Court Bridge | Syndicate Lich Dais,Void Abyss Balcony > Undead Command Gallery > Cracking Court Bridge > Syndicate Lich Dais > Founders’ Amphitheater > The Lich's Court exit / hub-state update,Void-suspended throne room with cracking stained-glass floors,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q201,201,The Eclipse Begins Everywhere,9 — The Sevenfold Eclipse,36,Investigation,Meridian Front,The Emerald Canopy Sanctuary,Terrestrial Sanctuaries,5,Early,Beast-Back Platforms,Upper Canopy Safe Nests | Sanctuary Water Steps | Kaelen’s Treetop Camp,Beast-Back Platforms > Upper Canopy Safe Nests > Sanctuary Water Steps > Kaelen’s Treetop Camp > Meridian Front > The Emerald Canopy Sanctuary exit / hub-state update,Main jungle sanctuary and introduction to canopy traversal,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q202,202,Seven War Tables,9 — The Sevenfold Eclipse,36,Rescue,Elderbloom Front,The Molten Forge,Forgotten Depths & Industrial Grids,10,Early-to-Mid,Slagfall Gantry,Thermal Updraft Shafts | Warden Hammer Floor | Volcanic Intake Gate,Slagfall Gantry > Thermal Updraft Shafts > Warden Hammer Floor > Volcanic Intake Gate > Elderbloom Front > The Molten Forge exit / hub-state update,Deep volcanic production basin and industrial escalation zone,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q203,203,Meridian Front: Black Rain,9 — The Sevenfold Eclipse,36,Defense,Cindervale Front,The Burning Playa,Digital & Evolutionary Plains,13,Mid,Alkaline Camp Ruins,Nightfall Dust Flat | Fire-Breathing Art-Car Route | Mobile Wall-Run Circuit,Alkaline Camp Ruins > Nightfall Dust Flat > Fire-Breathing Art-Car Route > Mobile Wall-Run Circuit > Cindervale Front > The Burning Playa exit / hub-state update,"Night desert with mobile art cars, dust storms, and audio-cue defense","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q204,204,Elderbloom Front: Rootfire,9 — The Sevenfold Eclipse,36,Stealth,Glass Desert Front,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Leaking Airlock Run,Deep Signal Relay | Trench Observation Ring | Cracked Glass Dome,Leaking Airlock Run > Deep Signal Relay > Trench Observation Ring > Cracked Glass Dome > Glass Desert Front > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q205,205,Cindervale Front: Chainstorm,9 — The Sevenfold Eclipse,36,Crafting,Pelagos Front,The Lunar Readiness Base,Orbital & Cosmic Fronts,26,Late,Derelict Vessel Skeleton,Lunar Drill Bunker | Crater Training Field | Broken Launch Gantry,Derelict Vessel Skeleton > Lunar Drill Bunker > Crater Training Field > Broken Launch Gantry > Pelagos Front > The Lunar Readiness Base exit / hub-state update,Cratered low-gravity base with launch gantries and old vessels,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q206,206,Glass Desert Front: Mirrorfall,9 — The Sevenfold Eclipse,36,Diplomacy,Lunarch Front,The Orbital Tether Station,Orbital & Cosmic Fronts,28,Late,Zero-G Debris Lane,Tether Docking Ring | Solis Artillery Console | Shattered Solar Panel Field,Zero-G Debris Lane > Tether Docking Ring > Solis Artillery Console > Shattered Solar Panel Field > Lunarch Front > The Orbital Tether Station exit / hub-state update,Zero-gravity defense platform in the exosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q207,207,Pelagos Front: Drowned Sky,9 — The Sevenfold Eclipse,36,Exploration,Dream Front,The Planet Defense Perimeter,Orbital & Cosmic Fronts,29,Late,Energy Shield Lattice,Automated Turret Ring | Upper Atmosphere Gate | Perimeter Command Halo,Energy Shield Lattice > Automated Turret Ring > Upper Atmosphere Gate > Perimeter Command Halo > Dream Front > The Planet Defense Perimeter exit / hub-state update,Automated orbital turret and shield ring protecting the upper atmosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q208,208,Lunarch Front: Broken Orbit,9 — The Sevenfold Eclipse,37,Dungeon,Meridian Front,The Resonant Peaks,Ethereal & Resonant Zones,18,Mid,Chord Weaver’s Trial Shelf,Magnetic Wind Bridge | Psychoacoustic Summit Path | Floating Stone Steps,Chord Weaver’s Trial Shelf > Magnetic Wind Bridge > Psychoacoustic Summit Path > Floating Stone Steps > Meridian Front > The Resonant Peaks exit / hub-state update,Vertical mountain climb with psychoacoustic winds and floating stone fields,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q209,209,Dream Front: Waking Nightmare,9 — The Sevenfold Eclipse,37,Boss,Elderbloom Front,The Front-Matter Void,Ethereal & Abstract Zones,32,Late,Invisible Wall Trial,White Horizon Terminus | Blank Page Expanse | Unrendered Ledge Field,Invisible Wall Trial > White Horizon Terminus > Blank Page Expanse > Unrendered Ledge Field > Elderbloom Front > The Front-Matter Void exit / hub-state update,Blank rendered edge of reality where geometry draws in only as players move,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q210,210,The First Prime Ward,9 — The Sevenfold Eclipse,37,Moral,Cindervale Front,The Syndicate Spire,Syndicate Dominions,20,Mid-to-Late,Director Vance Broadcast Room,Pristine Glass Lobby | Fortified Elevator Shaft | Shareholder Observation Suite,Director Vance Broadcast Room > Pristine Glass Lobby > Fortified Elevator Shaft > Shareholder Observation Suite > Cindervale Front > The Syndicate Spire exit / hub-state update,"Corporate monolith with glass lobbies, executive suites, and fortified elevators","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q211,211,Counter-Sigil Assembly,9 — The Sevenfold Eclipse,37,Assault,Glass Desert Front,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,Drafting Server Wall,Code-Revision Arena | World-State Compiler Core | Hard-Light Data Bridge,Drafting Server Wall > Code-Revision Arena > World-State Compiler Core > Hard-Light Data Bridge > Glass Desert Front > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q212,212,Evacuate the Unmapped,9 — The Sevenfold Eclipse,37,Escort,Pelagos Front,The Lich's Court,High-Fantasy Fronts,34,Late,Undead Command Gallery,Cracking Court Bridge | Syndicate Lich Dais | Stained-Glass Throne Floor,Undead Command Gallery > Cracking Court Bridge > Syndicate Lich Dais > Stained-Glass Throne Floor > Pelagos Front > The Lich's Court exit / hub-state update,Void-suspended throne room with cracking stained-glass floors,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q213,213,The Choirs Lose Synchrony,9 — The Sevenfold Eclipse,37,Puzzle,Lunarch Front,The Infinite Archives,Grand Libraries & Data Vaults,31,Late,History Preservation Vault,Deep Index Sanctum | Hidden Canopy Entrance | Holographic Archivist Hall,History Preservation Vault > Deep Index Sanctum > Hidden Canopy Entrance > Holographic Archivist Hall > Lunarch Front > The Infinite Archives exit / hub-state update,Hidden data vault buried beneath the canopy and protected from corporate erasure,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q214,214,Caldera’s Last Signal,9 — The Sevenfold Eclipse,38,Heist,Dream Front,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,25,Mid-to-Late,Mega-Evolution Hazard Ring,Grid-Savanna Start | Evolution Bloom Field | Rhythm-Pattern Grove,Mega-Evolution Hazard Ring > Grid-Savanna Start > Evolution Bloom Field > Rhythm-Pattern Grove > Dream Front > The Pocket-Monster Data Plains exit / hub-state update,Evolutionary digital savanna driven by combo rhythm and fauna mutation,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q215,215,Oda Marr’s Line in Ash,9 — The Sevenfold Eclipse,38,Network,Meridian Front,The Urban Sprawl,Central Hub,1,Early,Old Wayfinder Stairs,Spire-Foot Transit Plaza | Lower Civic Ring | Collapsed Skywalk Lanes,Old Wayfinder Stairs > Spire-Foot Transit Plaza > Lower Civic Ring > Collapsed Skywalk Lanes > Meridian Front > The Urban Sprawl exit / hub-state update,Primary onboarding hub and late-game civic return point,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q216,216,Sahel Navigates the Impossible,9 — The Sevenfold Eclipse,38,Investigation,Elderbloom Front,The Emerald Canopy Sanctuary,Terrestrial Sanctuaries,5,Early,Upper Canopy Safe Nests,Sanctuary Water Steps | Kaelen’s Treetop Camp | Suspended Rope Bridges,Upper Canopy Safe Nests > Sanctuary Water Steps > Kaelen’s Treetop Camp > Suspended Rope Bridges > Elderbloom Front > The Emerald Canopy Sanctuary exit / hub-state update,Main jungle sanctuary and introduction to canopy traversal,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q217,217,Ilyra Holds the Rootcourt,9 — The Sevenfold Eclipse,38,Rescue,Cindervale Front,The Molten Forge,Forgotten Depths & Industrial Grids,10,Early-to-Mid,Thermal Updraft Shafts,Warden Hammer Floor | Volcanic Intake Gate | Lava-Tide Walkways,Thermal Updraft Shafts > Warden Hammer Floor > Volcanic Intake Gate > Lava-Tide Walkways > Cindervale Front > The Molten Forge exit / hub-state update,Deep volcanic production basin and industrial escalation zone,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q218,218,Lyra’s Final Order,9 — The Sevenfold Eclipse,38,Defense,Glass Desert Front,The Burning Playa,Digital & Evolutionary Plains,13,Mid,Nightfall Dust Flat,Fire-Breathing Art-Car Route | Mobile Wall-Run Circuit | Visibility-Zero Storm,Nightfall Dust Flat > Fire-Breathing Art-Car Route > Mobile Wall-Run Circuit > Visibility-Zero Storm > Glass Desert Front > The Burning Playa exit / hub-state update,"Night desert with mobile art cars, dust storms, and audio-cue defense","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q219,219,Nima Opens the Dream Front,9 — The Sevenfold Eclipse,38,Stealth,Pelagos Front,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Deep Signal Relay,Trench Observation Ring | Cracked Glass Dome | Pressure-Slow Arena,Deep Signal Relay > Trench Observation Ring > Cracked Glass Dome > Pressure-Slow Arena > Pelagos Front > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q220,220,Prime Wards Converge,9 — The Sevenfold Eclipse,39,Crafting,Lunarch Front,The Lunar Readiness Base,Orbital & Cosmic Fronts,26,Late,Lunar Drill Bunker,Crater Training Field | Broken Launch Gantry | Low-G Jump Range,Lunar Drill Bunker > Crater Training Field > Broken Launch Gantry > Low-G Jump Range > Lunarch Front > The Lunar Readiness Base exit / hub-state update,Cratered low-gravity base with launch gantries and old vessels,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q221,221,The Sevenfold Counter-Sigil,9 — The Sevenfold Eclipse,39,Diplomacy,Dream Front,The Orbital Tether Station,Orbital & Cosmic Fronts,28,Late,Tether Docking Ring,Solis Artillery Console | Shattered Solar Panel Field | Curvature View Deck,Tether Docking Ring > Solis Artillery Console > Shattered Solar Panel Field > Curvature View Deck > Dream Front > The Orbital Tether Station exit / hub-state update,Zero-gravity defense platform in the exosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q222,222,Breach the Dimensional Heart,9 — The Sevenfold Eclipse,39,Dungeon,Meridian Front,The Planet Defense Perimeter,Orbital & Cosmic Fronts,29,Late,Automated Turret Ring,Upper Atmosphere Gate | Perimeter Command Halo | Orbital Bombardment Lane,Automated Turret Ring > Upper Atmosphere Gate > Perimeter Command Halo > Orbital Bombardment Lane > Meridian Front > The Planet Defense Perimeter exit / hub-state update,Automated orbital turret and shield ring protecting the upper atmosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q223,223,The Eclipse Engine Speaks,9 — The Sevenfold Eclipse,39,Assault,Elderbloom Front,The Resonant Peaks,Ethereal & Resonant Zones,18,Mid,Magnetic Wind Bridge,Psychoacoustic Summit Path | Floating Stone Steps | Updraft Chimney,Magnetic Wind Bridge > Psychoacoustic Summit Path > Floating Stone Steps > Updraft Chimney > Elderbloom Front > The Resonant Peaks exit / hub-state update,Vertical mountain climb with psychoacoustic winds and floating stone fields,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q224,224,All Fronts at Zero Hour,9 — The Sevenfold Eclipse,39,Boss,Cindervale Front,The Front-Matter Void,Ethereal & Abstract Zones,32,Late,White Horizon Terminus,Blank Page Expanse | Unrendered Ledge Field | Draw-In Geometry Corridor,White Horizon Terminus > Blank Page Expanse > Unrendered Ledge Field > Draw-In Geometry Corridor > Cindervale Front > The Front-Matter Void exit / hub-state update,Blank rendered edge of reality where geometry draws in only as players move,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q225,225,Into the Engine Heart,9 — The Sevenfold Eclipse,39,Resolution,Glass Desert Front,The Syndicate Spire,Syndicate Dominions,20,Mid-to-Late,Pristine Glass Lobby,Fortified Elevator Shaft | Shareholder Observation Suite | Executive Combat Floor,Pristine Glass Lobby > Fortified Elevator Shaft > Shareholder Observation Suite > Executive Combat Floor > Glass Desert Front > The Syndicate Spire exit / hub-state update,"Corporate monolith with glass lobbies, executive suites, and fortified elevators","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q226,226,Threshold of the Engine Heart,10 — Dawnforge Endgame,39,Investigation,Engine Heart Threshold,The Central Pillar / Star-Elevator Core,World Structure Anchor,1,Early-to-Endgame,Broken Ventilation Spine,Gravity Cable Junction | World-Pillar Maintenance Ring | Dawnforge Descent Gate,Broken Ventilation Spine > Gravity Cable Junction > World-Pillar Maintenance Ring > Dawnforge Descent Gate > Engine Heart Threshold > The Central Pillar / Star-Elevator Core exit / hub-state update,"Planetary vertical axis tying surface, underworld, and exosphere routes together","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q227,227,The Recursive Battlefield,10 — Dawnforge Endgame,39,Rescue,The Recursive Battlefield,The Zenith Spire,Central Hub / Vertical Spine,1,Early-to-Endgame,Star-Elevator Spine,Oligarch Glass Suite | Glass Lobby Atrium | Executive Lift Shafts,Star-Elevator Spine > Oligarch Glass Suite > Glass Lobby Atrium > Executive Lift Shafts > The Recursive Battlefield > The Zenith Spire exit / hub-state update,Dead-center vertical megastructure and route to orbital content,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q228,228,A Room Full of Lost Bosses,10 — Dawnforge Endgame,39,Defense,The Founder’s Cradle,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,Code-Revision Arena,World-State Compiler Core | Hard-Light Data Bridge | Central Processing Chasm,Code-Revision Arena > World-State Compiler Core > Hard-Light Data Bridge > Central Processing Chasm > The Founder’s Cradle > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q229,229,The Founder’s Cradle,10 — Dawnforge Endgame,39,Stealth,Dawnforge Core,The Front-Matter Void,Ethereal & Abstract Zones,32,Late,Blank Page Expanse,Unrendered Ledge Field | Draw-In Geometry Corridor | Invisible Wall Trial,Blank Page Expanse > Unrendered Ledge Field > Draw-In Geometry Corridor > Invisible Wall Trial > Dawnforge Core > The Front-Matter Void exit / hub-state update,Blank rendered edge of reality where geometry draws in only as players move,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q230,230,The Engine’s Childhood,10 — Dawnforge Endgame,39,Crafting,Hall of Possible Veyrs,The Infinite Archives,Grand Libraries & Data Vaults,31,Late,Deep Index Sanctum,Hidden Canopy Entrance | Holographic Archivist Hall | Anti-Gravity Stack Room,Deep Index Sanctum > Hidden Canopy Entrance > Holographic Archivist Hall > Anti-Gravity Stack Room > Hall of Possible Veyrs > The Infinite Archives exit / hub-state update,Hidden data vault buried beneath the canopy and protected from corporate erasure,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q231,231,Sera Nox’s Last Infiltration,10 — Dawnforge Endgame,39,Diplomacy,The Last Starwell,The Lich's Court,High-Fantasy Fronts,34,Late,Cracking Court Bridge,Syndicate Lich Dais | Stained-Glass Throne Floor | Void Abyss Balcony,Cracking Court Bridge > Syndicate Lich Dais > Stained-Glass Throne Floor > Void Abyss Balcony > The Last Starwell > The Lich's Court exit / hub-state update,Void-suspended throne room with cracking stained-glass floors,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q232,232,Lyra Voss at the Broken Line,10 — Dawnforge Endgame,39,Exploration,New Meridian Assembly,The Orbital Tether Station,Orbital & Cosmic Fronts,28,Late,Solis Artillery Console,Shattered Solar Panel Field | Curvature View Deck | Zero-G Debris Lane,Solis Artillery Console > Shattered Solar Panel Field > Curvature View Deck > Zero-G Debris Lane > New Meridian Assembly > The Orbital Tether Station exit / hub-state update,Zero-gravity defense platform in the exosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
